"Census Weight for Vote Overreport Bias Correction
",,,,,,,,,,,,,,,,,,,
Share of Electorate,2022,2020,2018,2016,2014,2012,2010,2008,2006,2004,2002,2000,1998,1996,1994,1992,1990,1988,1986
18-29,11.7%,16.5%,13.8%,15.7%,10.0%,15.4%,11.3%,17.1%,11.2%,16.0%,10.2%,14.3%,10.6%,14.9%,12.2%,17.7%,13.5%,18.1%,15.5%
30-44,22.1%,23.1%,21.3%,22.5%,20.3%,23.1%,21.9%,24.8%,23.9%,27.3%,27.1%,30.3%,29.3%,31.8%,31.8%,33.1%,32.7%,32.1%,30.6%
45-59,25.5%,25.1%,27.3%,28.2%,30.3%,30.0%,32.7%,30.6%,33.6%,30.6%,32.1%,28.9%,29.7%,26.6%,26.7%,23.6%,24.0%,23.0%,24.2%
60,40.7%,35.3%,37.3%,33.6%,39.4%,31.5%,34.3%,27.6%,31.3%,26.1%,30.6%,26.5%,30.3%,26.8%,29.3%,25.6%,29.8%,26.8%,29.8%
