year,state,weeks_left,days_left,party,candidate,poll_date,poll_support,before_convention
2016,National,36,250,REP,Donald Trump,3/3/16,42.9214,TRUE
2016,National,36,250,DEM,Hillary Rodham Clinton,3/3/16,47.38879,TRUE
2016,National,36,249,REP,Donald Trump,3/4/16,42.70839,TRUE
2016,National,36,249,DEM,Hillary Rodham Clinton,3/4/16,47.35847,TRUE
2016,National,35,248,REP,Donald Trump,3/5/16,42.56142,TRUE
2016,National,35,248,DEM,Hillary Rodham Clinton,3/5/16,47.32251,TRUE
2016,National,35,247,REP,Donald Trump,3/6/16,41.99857,TRUE
2016,National,35,247,DEM,Hillary Rodham Clinton,3/6/16,48.23955,TRUE
2016,National,35,246,REP,Donald Trump,3/7/16,41.91603,TRUE
2016,National,35,246,DEM,Hillary Rodham Clinton,3/7/16,48.1249,TRUE
2016,National,35,245,REP,Donald Trump,3/8/16,41.82387,TRUE
2016,National,35,245,DEM,Hillary Rodham Clinton,3/8/16,48.21116,TRUE
2016,National,35,244,REP,Donald Trump,3/9/16,41.71922,TRUE
2016,National,35,244,DEM,Hillary Rodham Clinton,3/9/16,48.33816,TRUE
2016,National,35,243,REP,Donald Trump,3/10/16,41.80345,TRUE
2016,National,35,243,DEM,Hillary Rodham Clinton,3/10/16,48.2334,TRUE
2016,National,35,242,REP,Donald Trump,3/11/16,41.98511,TRUE
2016,National,35,242,DEM,Hillary Rodham Clinton,3/11/16,48.10286,TRUE
2016,National,34,241,REP,Donald Trump,3/12/16,42.36272,TRUE
2016,National,34,241,DEM,Hillary Rodham Clinton,3/12/16,47.46333,TRUE
2016,National,34,240,REP,Donald Trump,3/13/16,42.07224,TRUE
2016,National,34,240,DEM,Hillary Rodham Clinton,3/13/16,47.59109,TRUE
2016,National,34,239,REP,Donald Trump,3/14/16,42.33985,TRUE
2016,National,34,239,DEM,Hillary Rodham Clinton,3/14/16,47.49745,TRUE
2016,National,34,238,REP,Donald Trump,3/15/16,42.36718,TRUE
2016,National,34,238,DEM,Hillary Rodham Clinton,3/15/16,47.66542,TRUE
2016,National,34,237,REP,Donald Trump,3/16/16,42.30458,TRUE
2016,National,34,237,DEM,Hillary Rodham Clinton,3/16/16,47.58393,TRUE
2016,National,34,236,REP,Donald Trump,3/17/16,42.39415,TRUE
2016,National,34,236,DEM,Hillary Rodham Clinton,3/17/16,47.41105,TRUE
2016,National,34,235,REP,Donald Trump,3/18/16,42.26918,TRUE
2016,National,34,235,DEM,Hillary Rodham Clinton,3/18/16,47.29955,TRUE
2016,National,33,234,REP,Donald Trump,3/19/16,42.42799,TRUE
2016,National,33,234,DEM,Hillary Rodham Clinton,3/19/16,47.12518,TRUE
2016,National,33,233,REP,Donald Trump,3/20/16,41.60321,TRUE
2016,National,33,233,DEM,Hillary Rodham Clinton,3/20/16,47.40889,TRUE
2016,National,33,232,REP,Donald Trump,3/21/16,41.57635,TRUE
2016,National,33,232,DEM,Hillary Rodham Clinton,3/21/16,47.43297,TRUE
2016,National,33,231,REP,Donald Trump,3/22/16,40.85947,TRUE
2016,National,33,231,DEM,Hillary Rodham Clinton,3/22/16,48.24231,TRUE
2016,National,33,230,REP,Donald Trump,3/23/16,40.78848,TRUE
2016,National,33,230,DEM,Hillary Rodham Clinton,3/23/16,48.27962,TRUE
2016,National,33,229,REP,Donald Trump,3/24/16,40.57411,TRUE
2016,National,33,229,DEM,Hillary Rodham Clinton,3/24/16,48.77098,TRUE
2016,National,33,228,REP,Donald Trump,3/25/16,40.45993,TRUE
2016,National,33,228,DEM,Hillary Rodham Clinton,3/25/16,48.83969,TRUE
2016,National,32,227,REP,Donald Trump,3/26/16,40.69456,TRUE
2016,National,32,227,DEM,Hillary Rodham Clinton,3/26/16,48.82978,TRUE
2016,National,32,226,REP,Donald Trump,3/27/16,40.55281,TRUE
2016,National,32,226,DEM,Hillary Rodham Clinton,3/27/16,48.97817,TRUE
2016,National,32,225,REP,Donald Trump,3/28/16,40.47565,TRUE
2016,National,32,225,DEM,Hillary Rodham Clinton,3/28/16,49.04003,TRUE
2016,National,32,224,REP,Donald Trump,3/29/16,40.50294,TRUE
2016,National,32,224,DEM,Hillary Rodham Clinton,3/29/16,49.0243,TRUE
2016,National,32,223,REP,Donald Trump,3/30/16,40.36588,TRUE
2016,National,32,223,DEM,Hillary Rodham Clinton,3/30/16,49.1175,TRUE
2016,National,32,222,REP,Donald Trump,3/31/16,40.71584,TRUE
2016,National,32,222,DEM,Hillary Rodham Clinton,3/31/16,49.04155,TRUE
2016,National,32,221,REP,Donald Trump,4/1/16,40.68798,TRUE
2016,National,32,221,DEM,Hillary Rodham Clinton,4/1/16,49.0225,TRUE
2016,National,31,220,REP,Donald Trump,4/2/16,40.36971,TRUE
2016,National,31,220,DEM,Hillary Rodham Clinton,4/2/16,48.81142,TRUE
2016,National,31,219,REP,Donald Trump,4/3/16,40.13267,TRUE
2016,National,31,219,DEM,Hillary Rodham Clinton,4/3/16,48.32644,TRUE
2016,National,31,218,REP,Donald Trump,4/4/16,40.04482,TRUE
2016,National,31,218,DEM,Hillary Rodham Clinton,4/4/16,48.26836,TRUE
2016,National,31,217,REP,Donald Trump,4/5/16,40.12203,TRUE
2016,National,31,217,DEM,Hillary Rodham Clinton,4/5/16,48.16624,TRUE
2016,National,31,216,REP,Donald Trump,4/6/16,40.04702,TRUE
2016,National,31,216,DEM,Hillary Rodham Clinton,4/6/16,48.11096,TRUE
2016,National,31,215,REP,Donald Trump,4/7/16,39.94262,TRUE
2016,National,31,215,DEM,Hillary Rodham Clinton,4/7/16,48.1279,TRUE
2016,National,31,214,REP,Donald Trump,4/8/16,39.87044,TRUE
2016,National,31,214,DEM,Hillary Rodham Clinton,4/8/16,48.16901,TRUE
2016,National,30,213,REP,Donald Trump,4/9/16,39.83619,TRUE
2016,National,30,213,DEM,Hillary Rodham Clinton,4/9/16,48.1686,TRUE
2016,National,30,212,REP,Donald Trump,4/10/16,39.59174,TRUE
2016,National,30,212,DEM,Hillary Rodham Clinton,4/10/16,48.36018,TRUE
2016,National,30,211,REP,Donald Trump,4/11/16,39.56086,TRUE
2016,National,30,211,DEM,Hillary Rodham Clinton,4/11/16,48.54624,TRUE
2016,National,30,210,REP,Donald Trump,4/12/16,40.00294,TRUE
2016,National,30,210,DEM,Hillary Rodham Clinton,4/12/16,48.67182,TRUE
2016,National,30,209,REP,Donald Trump,4/13/16,40.30104,TRUE
2016,National,30,209,DEM,Hillary Rodham Clinton,4/13/16,48.67726,TRUE
2016,National,30,208,REP,Donald Trump,4/14/16,40.55394,TRUE
2016,National,30,208,DEM,Hillary Rodham Clinton,4/14/16,48.66191,TRUE
2016,National,30,207,REP,Donald Trump,4/15/16,40.65237,TRUE
2016,National,30,207,DEM,Hillary Rodham Clinton,4/15/16,48.61714,TRUE
2016,National,29,206,REP,Donald Trump,4/16/16,40.67388,TRUE
2016,National,29,206,DEM,Hillary Rodham Clinton,4/16/16,48.6134,TRUE
2016,National,29,205,REP,Donald Trump,4/17/16,40.68413,TRUE
2016,National,29,205,DEM,Hillary Rodham Clinton,4/17/16,48.79501,TRUE
2016,National,29,204,REP,Donald Trump,4/18/16,40.75519,TRUE
2016,National,29,204,DEM,Hillary Rodham Clinton,4/18/16,48.73502,TRUE
2016,National,29,203,REP,Donald Trump,4/19/16,40.81068,TRUE
2016,National,29,203,DEM,Hillary Rodham Clinton,4/19/16,48.68856,TRUE
2016,National,29,202,REP,Donald Trump,4/20/16,40.88049,TRUE
2016,National,29,202,DEM,Hillary Rodham Clinton,4/20/16,48.35302,TRUE
2016,National,29,201,REP,Donald Trump,4/21/16,40.98873,TRUE
2016,National,29,201,DEM,Hillary Rodham Clinton,4/21/16,48.31114,TRUE
2016,National,29,200,REP,Donald Trump,4/22/16,41.19787,TRUE
2016,National,29,200,DEM,Hillary Rodham Clinton,4/22/16,48.23935,TRUE
2016,National,28,199,REP,Donald Trump,4/23/16,41.2365,TRUE
2016,National,28,199,DEM,Hillary Rodham Clinton,4/23/16,48.31429,TRUE
2016,National,28,198,REP,Donald Trump,4/24/16,40.76301,TRUE
2016,National,28,198,DEM,Hillary Rodham Clinton,4/24/16,48.53803,TRUE
2016,National,28,197,REP,Donald Trump,4/25/16,40.88538,TRUE
2016,National,28,197,DEM,Hillary Rodham Clinton,4/25/16,48.41153,TRUE
2016,National,28,196,REP,Donald Trump,4/26/16,40.92091,TRUE
2016,National,28,196,DEM,Hillary Rodham Clinton,4/26/16,47.58704,TRUE
2016,National,28,195,REP,Donald Trump,4/27/16,40.99847,TRUE
2016,National,28,195,DEM,Hillary Rodham Clinton,4/27/16,47.48989,TRUE
2016,National,28,194,REP,Donald Trump,4/28/16,41.36185,TRUE
2016,National,28,194,DEM,Hillary Rodham Clinton,4/28/16,47.4749,TRUE
2016,National,28,193,REP,Donald Trump,4/29/16,41.49137,TRUE
2016,National,28,193,DEM,Hillary Rodham Clinton,4/29/16,47.48863,TRUE
2016,National,27,192,REP,Donald Trump,4/30/16,41.61391,TRUE
2016,National,27,192,DEM,Hillary Rodham Clinton,4/30/16,47.46349,TRUE
2016,National,27,191,REP,Donald Trump,5/1/16,41.51591,TRUE
2016,National,27,191,DEM,Hillary Rodham Clinton,5/1/16,47.83271,TRUE
2016,National,27,190,REP,Donald Trump,5/2/16,41.58704,TRUE
2016,National,27,190,DEM,Hillary Rodham Clinton,5/2/16,47.88375,TRUE
2016,National,27,189,REP,Donald Trump,5/3/16,41.66159,TRUE
2016,National,27,189,DEM,Hillary Rodham Clinton,5/3/16,47.87336,TRUE
2016,National,27,188,REP,Donald Trump,5/4/16,41.76783,TRUE
2016,National,27,188,DEM,Hillary Rodham Clinton,5/4/16,48.28608,TRUE
2016,National,27,187,REP,Donald Trump,5/5/16,41.97034,TRUE
2016,National,27,187,DEM,Hillary Rodham Clinton,5/5/16,48.13321,TRUE
2016,National,27,186,REP,Donald Trump,5/6/16,42.08199,TRUE
2016,National,27,186,DEM,Hillary Rodham Clinton,5/6/16,47.91378,TRUE
2016,National,26,185,REP,Donald Trump,5/7/16,42.07001,TRUE
2016,National,26,185,DEM,Hillary Rodham Clinton,5/7/16,47.86022,TRUE
2016,National,26,184,REP,Donald Trump,5/8/16,43.31971,TRUE
2016,National,26,184,DEM,Hillary Rodham Clinton,5/8/16,47.58167,TRUE
2016,National,26,183,REP,Donald Trump,5/9/16,42.08594,TRUE
2016,National,26,183,DEM,Hillary Rodham Clinton,5/9/16,46.3755,TRUE
2016,National,26,182,REP,Donald Trump,5/10/16,42.53393,TRUE
2016,National,26,182,DEM,Hillary Rodham Clinton,5/10/16,46.61798,TRUE
2016,National,26,181,REP,Donald Trump,5/11/16,42.39898,TRUE
2016,National,26,181,DEM,Hillary Rodham Clinton,5/11/16,46.73993,TRUE
2016,National,26,180,REP,Donald Trump,5/12/16,42.62192,TRUE
2016,National,26,180,DEM,Hillary Rodham Clinton,5/12/16,46.43602,TRUE
2016,National,26,179,REP,Donald Trump,5/13/16,42.68681,TRUE
2016,National,26,179,DEM,Hillary Rodham Clinton,5/13/16,46.50868,TRUE
2016,National,25,178,REP,Donald Trump,5/14/16,42.67084,TRUE
2016,National,25,178,DEM,Hillary Rodham Clinton,5/14/16,46.49825,TRUE
2016,National,25,177,REP,Donald Trump,5/15/16,42.41125,TRUE
2016,National,25,177,DEM,Hillary Rodham Clinton,5/15/16,45.28389,TRUE
2016,National,25,176,REP,Donald Trump,5/16/16,42.45411,TRUE
2016,National,25,176,DEM,Hillary Rodham Clinton,5/16/16,45.22824,TRUE
2016,National,25,175,REP,Donald Trump,5/17/16,42.54057,TRUE
2016,National,25,175,DEM,Hillary Rodham Clinton,5/17/16,44.87046,TRUE
2016,National,25,174,REP,Donald Trump,5/18/16,42.72803,TRUE
2016,National,25,174,DEM,Hillary Rodham Clinton,5/18/16,44.58748,TRUE
2016,National,25,173,REP,Donald Trump,5/19/16,43.21142,TRUE
2016,National,25,173,DEM,Hillary Rodham Clinton,5/19/16,44.44678,TRUE
2016,National,25,172,REP,Donald Trump,5/20/16,43.57634,TRUE
2016,National,25,172,DEM,Hillary Rodham Clinton,5/20/16,44.47628,TRUE
2016,National,24,171,REP,Donald Trump,5/21/16,43.6087,TRUE
2016,National,24,171,DEM,Hillary Rodham Clinton,5/21/16,44.42249,TRUE
2016,National,24,170,REP,Donald Trump,5/22/16,43.65593,TRUE
2016,National,24,170,DEM,Hillary Rodham Clinton,5/22/16,44.39217,TRUE
2016,National,24,169,REP,Donald Trump,5/23/16,43.43075,TRUE
2016,National,24,169,DEM,Hillary Rodham Clinton,5/23/16,44.18473,TRUE
2016,National,24,168,REP,Donald Trump,5/24/16,43.3628,TRUE
2016,National,24,168,DEM,Hillary Rodham Clinton,5/24/16,44.19992,TRUE
2016,National,24,167,REP,Donald Trump,5/25/16,43.37844,TRUE
2016,National,24,167,DEM,Hillary Rodham Clinton,5/25/16,44.21585,TRUE
2016,National,24,166,REP,Donald Trump,5/26/16,43.45782,TRUE
2016,National,24,166,DEM,Hillary Rodham Clinton,5/26/16,44.08557,TRUE
2016,National,24,165,REP,Donald Trump,5/27/16,43.43723,TRUE
2016,National,24,165,DEM,Hillary Rodham Clinton,5/27/16,44.07299,TRUE
2016,National,23,164,REP,Donald Trump,5/28/16,43.359,TRUE
2016,National,23,164,DEM,Hillary Rodham Clinton,5/28/16,44.10684,TRUE
2016,National,23,163,REP,Donald Trump,5/29/16,43.47695,TRUE
2016,National,23,163,DEM,Hillary Rodham Clinton,5/29/16,44.29289,TRUE
2016,National,23,162,REP,Donald Trump,5/30/16,42.9847,TRUE
2016,National,23,162,DEM,Hillary Rodham Clinton,5/30/16,44.07858,TRUE
2016,National,23,161,REP,Donald Trump,5/31/16,42.94847,TRUE
2016,National,23,161,DEM,Hillary Rodham Clinton,5/31/16,44.05272,TRUE
2016,National,23,160,REP,Donald Trump,6/1/16,42.88638,TRUE
2016,National,23,160,DEM,Hillary Rodham Clinton,6/1/16,43.94097,TRUE
2016,National,23,159,REP,Donald Trump,6/2/16,42.75145,TRUE
2016,National,23,159,DEM,Hillary Rodham Clinton,6/2/16,44.09292,TRUE
2016,National,23,158,REP,Donald Trump,6/3/16,42.52071,TRUE
2016,National,23,158,DEM,Hillary Rodham Clinton,6/3/16,44.17188,TRUE
2016,National,22,157,REP,Donald Trump,6/4/16,42.34121,TRUE
2016,National,22,157,DEM,Hillary Rodham Clinton,6/4/16,44.26293,TRUE
2016,National,22,156,REP,Donald Trump,6/5/16,41.8954,TRUE
2016,National,22,156,DEM,Hillary Rodham Clinton,6/5/16,44.18262,TRUE
2016,National,22,155,REP,Donald Trump,6/6/16,41.71124,TRUE
2016,National,22,155,DEM,Hillary Rodham Clinton,6/6/16,44.21402,TRUE
2016,National,22,154,REP,Donald Trump,6/7/16,41.77028,TRUE
2016,National,22,154,DEM,Hillary Rodham Clinton,6/7/16,43.91096,TRUE
2016,National,22,153,REP,Donald Trump,6/8/16,39.81857,TRUE
2016,National,22,153,DEM,Hillary Rodham Clinton,6/8/16,42.74662,TRUE
2016,National,22,152,REP,Donald Trump,6/9/16,39.08626,TRUE
2016,National,22,152,DEM,Hillary Rodham Clinton,6/9/16,42.8056,TRUE
2016,National,22,151,REP,Donald Trump,6/10/16,38.79552,TRUE
2016,National,22,151,DEM,Hillary Rodham Clinton,6/10/16,42.97179,TRUE
2016,National,21,150,REP,Donald Trump,6/11/16,38.52656,TRUE
2016,National,21,150,DEM,Hillary Rodham Clinton,6/11/16,42.9378,TRUE
2016,National,21,149,REP,Donald Trump,6/12/16,38.14864,TRUE
2016,National,21,149,DEM,Hillary Rodham Clinton,6/12/16,43.05914,TRUE
2016,National,21,148,REP,Donald Trump,6/13/16,37.91064,TRUE
2016,National,21,148,DEM,Hillary Rodham Clinton,6/13/16,42.67846,TRUE
2016,National,21,147,REP,Donald Trump,6/14/16,37.70923,TRUE
2016,National,21,147,DEM,Hillary Rodham Clinton,6/14/16,42.6573,TRUE
2016,National,21,146,REP,Donald Trump,6/15/16,37.97659,TRUE
2016,National,21,146,DEM,Hillary Rodham Clinton,6/15/16,43.20708,TRUE
2016,National,21,145,REP,Donald Trump,6/16/16,38.42384,TRUE
2016,National,21,145,DEM,Hillary Rodham Clinton,6/16/16,43.73912,TRUE
2016,National,21,144,REP,Donald Trump,6/17/16,38.39178,TRUE
2016,National,21,144,DEM,Hillary Rodham Clinton,6/17/16,43.72751,TRUE
2016,National,20,143,REP,Donald Trump,6/18/16,38.34039,TRUE
2016,National,20,143,DEM,Hillary Rodham Clinton,6/18/16,43.97888,TRUE
2016,National,20,142,REP,Donald Trump,6/19/16,38.36926,TRUE
2016,National,20,142,DEM,Hillary Rodham Clinton,6/19/16,43.72672,TRUE
2016,National,20,141,REP,Donald Trump,6/20/16,38.82962,TRUE
2016,National,20,141,DEM,Hillary Rodham Clinton,6/20/16,44.06465,TRUE
2016,National,20,140,REP,Donald Trump,6/21/16,38.82297,TRUE
2016,National,20,140,DEM,Hillary Rodham Clinton,6/21/16,44.22772,TRUE
2016,National,20,139,REP,Donald Trump,6/22/16,38.79306,TRUE
2016,National,20,139,DEM,Hillary Rodham Clinton,6/22/16,44.31414,TRUE
2016,National,20,138,REP,Donald Trump,6/23/16,38.7165,TRUE
2016,National,20,138,DEM,Hillary Rodham Clinton,6/23/16,44.16502,TRUE
2016,National,20,137,REP,Donald Trump,6/24/16,38.77316,TRUE
2016,National,20,137,DEM,Hillary Rodham Clinton,6/24/16,44.32035,TRUE
2016,National,19,136,REP,Donald Trump,6/25/16,38.77773,TRUE
2016,National,19,136,DEM,Hillary Rodham Clinton,6/25/16,44.34155,TRUE
2016,National,19,135,REP,Donald Trump,6/26/16,38.78666,TRUE
2016,National,19,135,DEM,Hillary Rodham Clinton,6/26/16,44.49011,TRUE
2016,National,19,134,REP,Donald Trump,6/27/16,38.40215,TRUE
2016,National,19,134,DEM,Hillary Rodham Clinton,6/27/16,43.98907,TRUE
2016,National,19,133,REP,Donald Trump,6/28/16,38.66706,TRUE
2016,National,19,133,DEM,Hillary Rodham Clinton,6/28/16,44.30521,TRUE
2016,National,19,132,REP,Donald Trump,6/29/16,38.65209,TRUE
2016,National,19,132,DEM,Hillary Rodham Clinton,6/29/16,43.53298,TRUE
2016,National,19,131,REP,Donald Trump,6/30/16,38.79634,TRUE
2016,National,19,131,DEM,Hillary Rodham Clinton,6/30/16,43.53404,TRUE
2016,National,19,130,REP,Donald Trump,7/1/16,39.03957,TRUE
2016,National,19,130,DEM,Hillary Rodham Clinton,7/1/16,43.48644,TRUE
2016,National,18,129,REP,Donald Trump,7/2/16,39.12633,TRUE
2016,National,18,129,DEM,Hillary Rodham Clinton,7/2/16,43.48127,TRUE
2016,National,18,128,REP,Donald Trump,7/3/16,39.22176,TRUE
2016,National,18,128,DEM,Hillary Rodham Clinton,7/3/16,43.41246,TRUE
2016,National,18,127,REP,Donald Trump,7/4/16,39.1653,TRUE
2016,National,18,127,DEM,Hillary Rodham Clinton,7/4/16,43.48192,TRUE
2016,National,18,126,REP,Donald Trump,7/5/16,39.11433,TRUE
2016,National,18,126,DEM,Hillary Rodham Clinton,7/5/16,43.42197,TRUE
2016,National,18,125,REP,Donald Trump,7/6/16,39.16809,TRUE
2016,National,18,125,DEM,Hillary Rodham Clinton,7/6/16,43.40965,TRUE
2016,National,18,124,REP,Donald Trump,7/7/16,39.38638,TRUE
2016,National,18,124,DEM,Hillary Rodham Clinton,7/7/16,43.40554,TRUE
2016,National,18,123,REP,Donald Trump,7/8/16,39.5132,TRUE
2016,National,18,123,DEM,Hillary Rodham Clinton,7/8/16,43.35671,TRUE
2016,National,17,122,REP,Donald Trump,7/9/16,38.74421,TRUE
2016,National,17,122,DEM,Hillary Rodham Clinton,7/9/16,42.88163,TRUE
2016,National,17,121,REP,Donald Trump,7/10/16,39.06358,TRUE
2016,National,17,121,DEM,Hillary Rodham Clinton,7/10/16,42.67928,TRUE
2016,National,17,120,REP,Donald Trump,7/11/16,39.00086,TRUE
2016,National,17,120,DEM,Hillary Rodham Clinton,7/11/16,42.60842,TRUE
2016,National,17,119,REP,Donald Trump,7/12/16,38.97839,TRUE
2016,National,17,119,DEM,Hillary Rodham Clinton,7/12/16,42.03815,TRUE
2016,National,17,118,REP,Donald Trump,7/13/16,39.00632,TRUE
2016,National,17,118,DEM,Hillary Rodham Clinton,7/13/16,41.99547,TRUE
2016,National,17,117,REP,Donald Trump,7/14/16,39.07936,TRUE
2016,National,17,117,DEM,Hillary Rodham Clinton,7/14/16,42.15539,TRUE
2016,National,17,116,REP,Donald Trump,7/15/16,38.94312,TRUE
2016,National,17,116,DEM,Hillary Rodham Clinton,7/15/16,42.10009,TRUE
2016,National,16,115,REP,Donald Trump,7/16/16,39.37487,TRUE
2016,National,16,115,DEM,Hillary Rodham Clinton,7/16/16,42.23518,TRUE
2016,National,16,114,REP,Donald Trump,7/17/16,39.66739,TRUE
2016,National,16,114,DEM,Hillary Rodham Clinton,7/17/16,42.32452,TRUE
2016,National,16,113,REP,Donald Trump,7/18/16,39.78434,TRUE
2016,National,16,113,DEM,Hillary Rodham Clinton,7/18/16,42.18048,TRUE
2016,National,16,112,REP,Donald Trump,7/19/16,40.1848,TRUE
2016,National,16,112,DEM,Hillary Rodham Clinton,7/19/16,42.38397,TRUE
2016,National,16,111,REP,Donald Trump,7/20/16,40.48289,TRUE
2016,National,16,111,DEM,Hillary Rodham Clinton,7/20/16,42.3138,TRUE
2016,National,16,110,REP,Donald Trump,7/21/16,40.63885,FALSE
2016,National,16,110,DEM,Hillary Rodham Clinton,7/21/16,42.23481,TRUE
2016,National,16,109,REP,Donald Trump,7/22/16,41.62041,FALSE
2016,National,16,109,DEM,Hillary Rodham Clinton,7/22/16,42.18811,TRUE
2016,National,15,108,REP,Donald Trump,7/23/16,42.63998,FALSE
2016,National,15,108,DEM,Hillary Rodham Clinton,7/23/16,42.47025,TRUE
2016,National,15,107,REP,Donald Trump,7/24/16,42.99321,FALSE
2016,National,15,107,DEM,Hillary Rodham Clinton,7/24/16,41.52752,TRUE
2016,National,15,106,REP,Donald Trump,7/25/16,43.71955,FALSE
2016,National,15,106,DEM,Hillary Rodham Clinton,7/25/16,41.48632,TRUE
2016,National,15,105,REP,Donald Trump,7/26/16,43.95656,FALSE
2016,National,15,105,DEM,Hillary Rodham Clinton,7/26/16,41.05025,TRUE
2016,National,15,104,REP,Donald Trump,7/27/16,43.12469,FALSE
2016,National,15,104,DEM,Hillary Rodham Clinton,7/27/16,43.40863,TRUE
2016,National,15,103,REP,Donald Trump,7/28/16,42.32221,FALSE
2016,National,15,103,DEM,Hillary Rodham Clinton,7/28/16,43.35754,FALSE
2016,National,15,102,REP,Donald Trump,7/29/16,41.86614,FALSE
2016,National,15,102,DEM,Hillary Rodham Clinton,7/29/16,44.01765,FALSE
2016,National,14,101,REP,Donald Trump,7/30/16,41.31393,FALSE
2016,National,14,101,DEM,Hillary Rodham Clinton,7/30/16,44.51378,FALSE
2016,National,14,100,REP,Donald Trump,7/31/16,40.59044,FALSE
2016,National,14,100,DEM,Hillary Rodham Clinton,7/31/16,44.66433,FALSE
2016,National,14,99,REP,Donald Trump,8/1/16,40.22011,FALSE
2016,National,14,99,DEM,Hillary Rodham Clinton,8/1/16,44.69228,FALSE
2016,National,14,98,REP,Donald Trump,8/2/16,39.90827,FALSE
2016,National,14,98,DEM,Hillary Rodham Clinton,8/2/16,45.10708,FALSE
2016,National,14,97,REP,Donald Trump,8/3/16,39.24868,FALSE
2016,National,14,97,DEM,Hillary Rodham Clinton,8/3/16,44.9605,FALSE
2016,National,14,96,REP,Donald Trump,8/4/16,39.03553,FALSE
2016,National,14,96,DEM,Hillary Rodham Clinton,8/4/16,45.1073,FALSE
2016,National,14,95,REP,Donald Trump,8/5/16,38.79219,FALSE
2016,National,14,95,DEM,Hillary Rodham Clinton,8/5/16,45.13138,FALSE
2016,National,13,94,REP,Donald Trump,8/6/16,38.62396,FALSE
2016,National,13,94,DEM,Hillary Rodham Clinton,8/6/16,45.29787,FALSE
2016,National,13,93,REP,Donald Trump,8/7/16,38.53794,FALSE
2016,National,13,93,DEM,Hillary Rodham Clinton,8/7/16,45.64571,FALSE
2016,National,13,92,REP,Donald Trump,8/8/16,38.68027,FALSE
2016,National,13,92,DEM,Hillary Rodham Clinton,8/8/16,45.50704,FALSE
2016,National,13,91,REP,Donald Trump,8/9/16,37.84196,FALSE
2016,National,13,91,DEM,Hillary Rodham Clinton,8/9/16,45.08843,FALSE
2016,National,13,90,REP,Donald Trump,8/10/16,37.84456,FALSE
2016,National,13,90,DEM,Hillary Rodham Clinton,8/10/16,45.11343,FALSE
2016,National,13,89,REP,Donald Trump,8/11/16,37.80242,FALSE
2016,National,13,89,DEM,Hillary Rodham Clinton,8/11/16,45.00074,FALSE
2016,National,13,88,REP,Donald Trump,8/12/16,37.68069,FALSE
2016,National,13,88,DEM,Hillary Rodham Clinton,8/12/16,45.05894,FALSE
2016,National,12,87,REP,Donald Trump,8/13/16,37.61824,FALSE
2016,National,12,87,DEM,Hillary Rodham Clinton,8/13/16,44.80503,FALSE
2016,National,12,86,REP,Donald Trump,8/14/16,37.43902,FALSE
2016,National,12,86,DEM,Hillary Rodham Clinton,8/14/16,44.69211,FALSE
2016,National,12,85,REP,Donald Trump,8/15/16,37.59656,FALSE
2016,National,12,85,DEM,Hillary Rodham Clinton,8/15/16,44.73889,FALSE
2016,National,12,84,REP,Donald Trump,8/16/16,37.51305,FALSE
2016,National,12,84,DEM,Hillary Rodham Clinton,8/16/16,44.30008,FALSE
2016,National,12,83,REP,Donald Trump,8/17/16,37.52608,FALSE
2016,National,12,83,DEM,Hillary Rodham Clinton,8/17/16,44.1397,FALSE
2016,National,12,82,REP,Donald Trump,8/18/16,37.50729,FALSE
2016,National,12,82,DEM,Hillary Rodham Clinton,8/18/16,44.09953,FALSE
2016,National,12,81,REP,Donald Trump,8/19/16,37.49392,FALSE
2016,National,12,81,DEM,Hillary Rodham Clinton,8/19/16,44.05559,FALSE
2016,National,11,80,REP,Donald Trump,8/20/16,37.85382,FALSE
2016,National,11,80,DEM,Hillary Rodham Clinton,8/20/16,44.07226,FALSE
2016,National,11,79,REP,Donald Trump,8/21/16,37.88445,FALSE
2016,National,11,79,DEM,Hillary Rodham Clinton,8/21/16,44.04297,FALSE
2016,National,11,78,REP,Donald Trump,8/22/16,37.97769,FALSE
2016,National,11,78,DEM,Hillary Rodham Clinton,8/22/16,43.96475,FALSE
2016,National,11,77,REP,Donald Trump,8/23/16,37.91701,FALSE
2016,National,11,77,DEM,Hillary Rodham Clinton,8/23/16,43.78408,FALSE
2016,National,11,76,REP,Donald Trump,8/24/16,38.11041,FALSE
2016,National,11,76,DEM,Hillary Rodham Clinton,8/24/16,43.86934,FALSE
2016,National,11,75,REP,Donald Trump,8/25/16,38.27172,FALSE
2016,National,11,75,DEM,Hillary Rodham Clinton,8/25/16,43.96629,FALSE
2016,National,11,74,REP,Donald Trump,8/26/16,38.44696,FALSE
2016,National,11,74,DEM,Hillary Rodham Clinton,8/26/16,43.88086,FALSE
2016,National,10,73,REP,Donald Trump,8/27/16,38.46603,FALSE
2016,National,10,73,DEM,Hillary Rodham Clinton,8/27/16,43.86806,FALSE
2016,National,10,72,REP,Donald Trump,8/28/16,38.58344,FALSE
2016,National,10,72,DEM,Hillary Rodham Clinton,8/28/16,43.86472,FALSE
2016,National,10,71,REP,Donald Trump,8/29/16,38.56061,FALSE
2016,National,10,71,DEM,Hillary Rodham Clinton,8/29/16,43.79922,FALSE
2016,National,10,70,REP,Donald Trump,8/30/16,38.75118,FALSE
2016,National,10,70,DEM,Hillary Rodham Clinton,8/30/16,43.60014,FALSE
