year,state,weeks_left,days_left,party,candidate,poll_date,poll_support,before_convention
2012,National,1,7,REP,Mitt Romney,10/30/12,47.903375,FALSE
2012,National,1,6,DEM,Barack Obama,10/31/12,47.511828,FALSE
2012,National,1,6,REP,Mitt Romney,10/31/12,47.803806,FALSE
2012,National,1,5,DEM,Barack Obama,11/1/12,47.421608,FALSE
2012,National,1,5,REP,Mitt Romney,11/1/12,47.849779,FALSE
2012,National,1,4,DEM,Barack Obama,11/2/12,47.441645,FALSE
2012,National,1,4,REP,Mitt Romney,11/2/12,47.795708,FALSE
2012,National,0,3,DEM,Barack Obama,11/3/12,47.749305,FALSE
2012,National,0,3,REP,Mitt Romney,11/3/12,47.597424,FALSE
2012,National,0,2,DEM,Barack Obama,11/4/12,47.963961,FALSE
2012,National,0,2,REP,Mitt Romney,11/4/12,47.672613,FALSE
2012,National,0,1,DEM,Barack Obama,11/5/12,48.100725,FALSE
2012,National,0,1,REP,Mitt Romney,11/5/12,47.74572,FALSE
2012,National,0,0,DEM,Barack Obama,11/6/12,48.100725,FALSE
2012,National,0,0,REP,Mitt Romney,11/6/12,47.74572,FALSE
2008,National,36,250,REP,John McCain,2/28/08,45.231432,TRUE
2008,National,36,250,DEM,Barack Obama,2/28/08,47.746908,TRUE
2008,National,36,249,REP,John McCain,2/29/08,45.231451,TRUE
2008,National,36,249,DEM,Barack Obama,2/29/08,47.74672,TRUE
2008,National,35,248,REP,John McCain,3/1/08,45.495214,TRUE
2008,National,35,248,DEM,Barack Obama,3/1/08,47.638021,TRUE
2008,National,35,247,REP,John McCain,3/2/08,44.398736,TRUE
2008,National,35,247,DEM,Barack Obama,3/2/08,48.35319,TRUE
2008,National,35,246,REP,John McCain,3/3/08,44.398736,TRUE
2008,National,35,246,DEM,Barack Obama,3/3/08,48.35319,TRUE
2008,National,35,245,REP,John McCain,3/4/08,44.83242,TRUE
2008,National,35,245,DEM,Barack Obama,3/4/08,48.149049,TRUE
2008,National,35,244,REP,John McCain,3/5/08,45.402484,TRUE
2008,National,35,244,DEM,Barack Obama,3/5/08,47.584853,TRUE
2008,National,35,243,REP,John McCain,3/6/08,45.533502,TRUE
2008,National,35,243,DEM,Barack Obama,3/6/08,47.65901,TRUE
2008,National,35,242,REP,John McCain,3/7/08,45.533502,TRUE
2008,National,35,242,DEM,Barack Obama,3/7/08,47.65901,TRUE
2008,National,34,241,REP,John McCain,3/8/08,45.533502,TRUE
2008,National,34,241,DEM,Barack Obama,3/8/08,47.65901,TRUE
2008,National,34,240,REP,John McCain,3/9/08,46.182698,TRUE
2008,National,34,240,DEM,Barack Obama,3/9/08,46.792827,TRUE
2008,National,34,239,REP,John McCain,3/10/08,46.188295,TRUE
2008,National,34,239,DEM,Barack Obama,3/10/08,47.040658,TRUE
2008,National,34,238,REP,John McCain,3/11/08,45.957589,TRUE
2008,National,34,238,DEM,Barack Obama,3/11/08,46.95642,TRUE
2008,National,34,237,REP,John McCain,3/12/08,45.958541,TRUE
2008,National,34,237,DEM,Barack Obama,3/12/08,46.953768,TRUE
2008,National,34,236,REP,John McCain,3/13/08,46.042824,TRUE
2008,National,34,236,DEM,Barack Obama,3/13/08,46.802549,TRUE
2008,National,34,235,REP,John McCain,3/14/08,46.167843,TRUE
2008,National,34,235,DEM,Barack Obama,3/14/08,45.956994,TRUE
2008,National,33,234,REP,John McCain,3/15/08,46.173073,TRUE
2008,National,33,234,DEM,Barack Obama,3/15/08,45.943943,TRUE
2008,National,33,233,REP,John McCain,3/16/08,46.465803,TRUE
2008,National,33,233,DEM,Barack Obama,3/16/08,45.691851,TRUE
2008,National,33,232,REP,John McCain,3/17/08,46.682214,TRUE
2008,National,33,232,DEM,Barack Obama,3/17/08,45.505846,TRUE
2008,National,33,231,REP,John McCain,3/18/08,46.739793,TRUE
2008,National,33,231,DEM,Barack Obama,3/18/08,45.730834,TRUE
2008,National,33,230,REP,John McCain,3/19/08,46.774257,TRUE
2008,National,33,230,DEM,Barack Obama,3/19/08,45.554879,TRUE
2008,National,33,229,REP,John McCain,3/20/08,46.782895,TRUE
2008,National,33,229,DEM,Barack Obama,3/20/08,45.543841,TRUE
2008,National,33,228,REP,John McCain,3/21/08,47.029909,TRUE
2008,National,33,228,DEM,Barack Obama,3/21/08,45.256457,TRUE
2008,National,32,227,REP,John McCain,3/22/08,46.869822,TRUE
2008,National,32,227,DEM,Barack Obama,3/22/08,45.574325,TRUE
2008,National,32,226,REP,John McCain,3/23/08,46.869822,TRUE
2008,National,32,226,DEM,Barack Obama,3/23/08,45.574325,TRUE
2008,National,32,225,REP,John McCain,3/24/08,46.351962,TRUE
2008,National,32,225,DEM,Barack Obama,3/24/08,44.804064,TRUE
2008,National,32,224,REP,John McCain,3/25/08,46.455454,TRUE
2008,National,32,224,DEM,Barack Obama,3/25/08,44.644048,TRUE
2008,National,32,223,REP,John McCain,3/26/08,46.500429,TRUE
2008,National,32,223,DEM,Barack Obama,3/26/08,44.569769,TRUE
2008,National,32,222,REP,John McCain,3/27/08,46.855274,TRUE
2008,National,32,222,DEM,Barack Obama,3/27/08,44.497318,TRUE
2008,National,32,221,REP,John McCain,3/28/08,46.855274,TRUE
2008,National,32,221,DEM,Barack Obama,3/28/08,44.497318,TRUE
2008,National,31,220,REP,John McCain,3/29/08,46.879863,TRUE
2008,National,31,220,DEM,Barack Obama,3/29/08,44.471017,TRUE
2008,National,31,219,REP,John McCain,3/30/08,46.88981,TRUE
2008,National,31,219,DEM,Barack Obama,3/30/08,44.453141,TRUE
2008,National,31,218,REP,John McCain,3/31/08,47.15179,TRUE
2008,National,31,218,DEM,Barack Obama,3/31/08,44.222989,TRUE
2008,National,31,217,REP,John McCain,4/1/08,47.179456,TRUE
2008,National,31,217,DEM,Barack Obama,4/1/08,44.205848,TRUE
2008,National,31,216,REP,John McCain,4/2/08,47.05245,TRUE
2008,National,31,216,DEM,Barack Obama,4/2/08,44.303181,TRUE
2008,National,31,215,REP,John McCain,4/3/08,47.059167,TRUE
2008,National,31,215,DEM,Barack Obama,4/3/08,44.283895,TRUE
2008,National,31,214,REP,John McCain,4/4/08,47.064067,TRUE
2008,National,31,214,DEM,Barack Obama,4/4/08,44.268165,TRUE
2008,National,30,213,REP,John McCain,4/5/08,47.064097,TRUE
2008,National,30,213,DEM,Barack Obama,4/5/08,44.268157,TRUE
2008,National,30,212,REP,John McCain,4/6/08,46.894227,TRUE
2008,National,30,212,DEM,Barack Obama,4/6/08,44.525686,TRUE
2008,National,30,211,REP,John McCain,4/7/08,46.973516,TRUE
2008,National,30,211,DEM,Barack Obama,4/7/08,44.514799,TRUE
2008,National,30,210,REP,John McCain,4/8/08,47.068968,TRUE
2008,National,30,210,DEM,Barack Obama,4/8/08,44.455473,TRUE
2008,National,30,209,REP,John McCain,4/9/08,47.172729,TRUE
2008,National,30,209,DEM,Barack Obama,4/9/08,44.632418,TRUE
2008,National,30,208,REP,John McCain,4/10/08,47.173759,TRUE
2008,National,30,208,DEM,Barack Obama,4/10/08,44.713941,TRUE
2008,National,30,207,REP,John McCain,4/11/08,46.825162,TRUE
2008,National,30,207,DEM,Barack Obama,4/11/08,44.977193,TRUE
2008,National,29,206,REP,John McCain,4/12/08,46.43972,TRUE
2008,National,29,206,DEM,Barack Obama,4/12/08,44.769175,TRUE
2008,National,29,205,REP,John McCain,4/13/08,46.317543,TRUE
2008,National,29,205,DEM,Barack Obama,4/13/08,45.262561,TRUE
2008,National,29,204,REP,John McCain,4/14/08,45.566624,TRUE
2008,National,29,204,DEM,Barack Obama,4/14/08,44.56725,TRUE
2008,National,29,203,REP,John McCain,4/15/08,45.585746,TRUE
2008,National,29,203,DEM,Barack Obama,4/15/08,44.548722,TRUE
2008,National,29,202,REP,John McCain,4/16/08,45.714414,TRUE
2008,National,29,202,DEM,Barack Obama,4/16/08,44.478756,TRUE
2008,National,29,201,REP,John McCain,4/17/08,45.713702,TRUE
2008,National,29,201,DEM,Barack Obama,4/17/08,45.097955,TRUE
2008,National,29,200,REP,John McCain,4/18/08,45.681317,TRUE
2008,National,29,200,DEM,Barack Obama,4/18/08,45.12559,TRUE
2008,National,28,199,REP,John McCain,4/19/08,45.681317,TRUE
2008,National,28,199,DEM,Barack Obama,4/19/08,45.12559,TRUE
2008,National,28,198,REP,John McCain,4/20/08,45.697944,TRUE
2008,National,28,198,DEM,Barack Obama,4/20/08,45.328144,TRUE
2008,National,28,197,REP,John McCain,4/21/08,45.668046,TRUE
2008,National,28,197,DEM,Barack Obama,4/21/08,45.388954,TRUE
2008,National,28,196,REP,John McCain,4/22/08,45.795756,TRUE
2008,National,28,196,DEM,Barack Obama,4/22/08,45.324304,TRUE
2008,National,28,195,REP,John McCain,4/23/08,45.834086,TRUE
2008,National,28,195,DEM,Barack Obama,4/23/08,45.265678,TRUE
2008,National,28,194,REP,John McCain,4/24/08,45.850836,TRUE
2008,National,28,194,DEM,Barack Obama,4/24/08,45.241536,TRUE
2008,National,28,193,REP,John McCain,4/25/08,45.764306,TRUE
2008,National,28,193,DEM,Barack Obama,4/25/08,45.473464,TRUE
2008,National,27,192,REP,John McCain,4/26/08,45.716154,TRUE
2008,National,27,192,DEM,Barack Obama,4/26/08,45.723688,TRUE
2008,National,27,191,REP,John McCain,4/27/08,45.888276,TRUE
2008,National,27,191,DEM,Barack Obama,4/27/08,46.046046,TRUE
2008,National,27,190,REP,John McCain,4/28/08,45.828049,TRUE
2008,National,27,190,DEM,Barack Obama,4/28/08,46.129256,TRUE
2008,National,27,189,REP,John McCain,4/29/08,46.212959,TRUE
2008,National,27,189,DEM,Barack Obama,4/29/08,45.849985,TRUE
2008,National,27,188,REP,John McCain,4/30/08,46.164704,TRUE
2008,National,27,188,DEM,Barack Obama,4/30/08,45.95074,TRUE
2008,National,27,187,REP,John McCain,5/1/08,46.366887,TRUE
2008,National,27,187,DEM,Barack Obama,5/1/08,45.78766,TRUE
2008,National,27,186,REP,John McCain,5/2/08,46.248259,TRUE
2008,National,27,186,DEM,Barack Obama,5/2/08,45.81091,TRUE
2008,National,26,185,REP,John McCain,5/3/08,45.871877,TRUE
2008,National,26,185,DEM,Barack Obama,5/3/08,46.098626,TRUE
2008,National,26,184,REP,John McCain,5/4/08,45.777728,TRUE
2008,National,26,184,DEM,Barack Obama,5/4/08,46.070621,TRUE
2008,National,26,183,REP,John McCain,5/5/08,45.775995,TRUE
2008,National,26,183,DEM,Barack Obama,5/5/08,46.073776,TRUE
2008,National,26,182,REP,John McCain,5/6/08,45.830123,TRUE
2008,National,26,182,DEM,Barack Obama,5/6/08,46.055796,TRUE
2008,National,26,181,REP,John McCain,5/7/08,45.816319,TRUE
2008,National,26,181,DEM,Barack Obama,5/7/08,46.069482,TRUE
2008,National,26,180,REP,John McCain,5/8/08,45.349307,TRUE
2008,National,26,180,DEM,Barack Obama,5/8/08,46.544224,TRUE
2008,National,26,179,REP,John McCain,5/9/08,45.349299,TRUE
2008,National,26,179,DEM,Barack Obama,5/9/08,46.544461,TRUE
2008,National,25,178,REP,John McCain,5/10/08,45.062849,TRUE
2008,National,25,178,DEM,Barack Obama,5/10/08,46.727955,TRUE
2008,National,25,177,REP,John McCain,5/11/08,45.182671,TRUE
2008,National,25,177,DEM,Barack Obama,5/11/08,47.07869,TRUE
2008,National,25,176,REP,John McCain,5/12/08,44.966503,TRUE
2008,National,25,176,DEM,Barack Obama,5/12/08,47.236516,TRUE
2008,National,25,175,REP,John McCain,5/13/08,44.904949,TRUE
2008,National,25,175,DEM,Barack Obama,5/13/08,47.321166,TRUE
2008,National,25,174,REP,John McCain,5/14/08,45.060304,TRUE
2008,National,25,174,DEM,Barack Obama,5/14/08,47.44585,TRUE
2008,National,25,173,REP,John McCain,5/15/08,44.829836,TRUE
2008,National,25,173,DEM,Barack Obama,5/15/08,47.230826,TRUE
2008,National,25,172,REP,John McCain,5/16/08,45.042314,TRUE
2008,National,25,172,DEM,Barack Obama,5/16/08,46.994007,TRUE
2008,National,24,171,REP,John McCain,5/17/08,45.042371,TRUE
2008,National,24,171,DEM,Barack Obama,5/17/08,46.994167,TRUE
2008,National,24,170,REP,John McCain,5/18/08,44.215477,TRUE
2008,National,24,170,DEM,Barack Obama,5/18/08,47.265117,TRUE
2008,National,24,169,REP,John McCain,5/19/08,44.143501,TRUE
2008,National,24,169,DEM,Barack Obama,5/19/08,46.90682,TRUE
2008,National,24,168,REP,John McCain,5/20/08,44.101661,TRUE
2008,National,24,168,DEM,Barack Obama,5/20/08,46.951429,TRUE
2008,National,24,167,REP,John McCain,5/21/08,43.988518,TRUE
2008,National,24,167,DEM,Barack Obama,5/21/08,47.150007,TRUE
2008,National,24,166,REP,John McCain,5/22/08,44.318533,TRUE
2008,National,24,166,DEM,Barack Obama,5/22/08,47.028316,TRUE
2008,National,24,165,REP,John McCain,5/23/08,44.318533,TRUE
2008,National,24,165,DEM,Barack Obama,5/23/08,47.028316,TRUE
2008,National,23,164,REP,John McCain,5/24/08,44.409634,TRUE
2008,National,23,164,DEM,Barack Obama,5/24/08,46.852658,TRUE
2008,National,23,163,REP,John McCain,5/25/08,44.557906,TRUE
2008,National,23,163,DEM,Barack Obama,5/25/08,46.703682,TRUE
2008,National,23,162,REP,John McCain,5/26/08,44.653379,TRUE
2008,National,23,162,DEM,Barack Obama,5/26/08,46.584468,TRUE
2008,National,23,161,REP,John McCain,5/27/08,44.762846,TRUE
2008,National,23,161,DEM,Barack Obama,5/27/08,46.547016,TRUE
2008,National,23,160,REP,John McCain,5/28/08,44.965695,TRUE
2008,National,23,160,DEM,Barack Obama,5/28/08,46.185425,TRUE
2008,National,23,159,REP,John McCain,5/29/08,44.955873,TRUE
2008,National,23,159,DEM,Barack Obama,5/29/08,46.2131,TRUE
2008,National,23,158,REP,John McCain,5/30/08,44.955873,TRUE
2008,National,23,158,DEM,Barack Obama,5/30/08,46.2131,TRUE
2008,National,22,157,REP,John McCain,5/31/08,45.054632,TRUE
2008,National,22,157,DEM,Barack Obama,5/31/08,45.922351,TRUE
2008,National,22,156,REP,John McCain,6/1/08,45.05216,TRUE
2008,National,22,156,DEM,Barack Obama,6/1/08,46.046037,TRUE
2008,National,22,155,REP,John McCain,6/2/08,45.046899,TRUE
2008,National,22,155,DEM,Barack Obama,6/2/08,46.071875,TRUE
2008,National,22,154,REP,John McCain,6/3/08,45.114395,TRUE
2008,National,22,154,DEM,Barack Obama,6/3/08,46.060981,TRUE
2008,National,22,153,REP,John McCain,6/4/08,45.566392,TRUE
2008,National,22,153,DEM,Barack Obama,6/4/08,46.3482,TRUE
2008,National,22,152,REP,John McCain,6/5/08,45.143857,TRUE
2008,National,22,152,DEM,Barack Obama,6/5/08,46.250213,TRUE
2008,National,22,151,REP,John McCain,6/6/08,45.30063,TRUE
2008,National,22,151,DEM,Barack Obama,6/6/08,46.203559,TRUE
2008,National,21,150,REP,John McCain,6/7/08,44.932859,TRUE
2008,National,21,150,DEM,Barack Obama,6/7/08,46.976185,TRUE
2008,National,21,149,REP,John McCain,6/8/08,44.77589,TRUE
2008,National,21,149,DEM,Barack Obama,6/8/08,46.349934,TRUE
2008,National,21,148,REP,John McCain,6/9/08,44.296674,TRUE
2008,National,21,148,DEM,Barack Obama,6/9/08,46.681587,TRUE
2008,National,21,147,REP,John McCain,6/10/08,44.28067,TRUE
2008,National,21,147,DEM,Barack Obama,6/10/08,46.816689,TRUE
2008,National,21,146,REP,John McCain,6/11/08,43.491514,TRUE
2008,National,21,146,DEM,Barack Obama,6/11/08,46.460262,TRUE
2008,National,21,145,REP,John McCain,6/12/08,43.496549,TRUE
2008,National,21,145,DEM,Barack Obama,6/12/08,46.410417,TRUE
2008,National,21,144,REP,John McCain,6/13/08,43.162168,TRUE
2008,National,21,144,DEM,Barack Obama,6/13/08,46.466786,TRUE
2008,National,20,143,REP,John McCain,6/14/08,43.119131,TRUE
2008,National,20,143,DEM,Barack Obama,6/14/08,46.50985,TRUE
2008,National,20,142,REP,John McCain,6/15/08,43.489907,TRUE
2008,National,20,142,DEM,Barack Obama,6/15/08,46.205282,TRUE
2008,National,20,141,REP,John McCain,6/16/08,43.464737,TRUE
2008,National,20,141,DEM,Barack Obama,6/16/08,46.231519,TRUE
2008,National,20,140,REP,John McCain,6/17/08,43.206425,TRUE
2008,National,20,140,DEM,Barack Obama,6/17/08,45.998579,TRUE
2008,National,20,139,REP,John McCain,6/18/08,42.97829,TRUE
2008,National,20,139,DEM,Barack Obama,6/18/08,45.810377,TRUE
2008,National,20,138,REP,John McCain,6/19/08,42.604694,TRUE
2008,National,20,138,DEM,Barack Obama,6/19/08,46.296636,TRUE
2008,National,20,137,REP,John McCain,6/20/08,42.604302,TRUE
2008,National,20,137,DEM,Barack Obama,6/20/08,46.296677,TRUE
2008,National,19,136,REP,John McCain,6/21/08,42.60437,TRUE
2008,National,19,136,DEM,Barack Obama,6/21/08,46.296669,TRUE
2008,National,19,135,REP,John McCain,6/22/08,42.089909,TRUE
2008,National,19,135,DEM,Barack Obama,6/22/08,46.204487,TRUE
2008,National,19,134,REP,John McCain,6/23/08,41.513472,TRUE
2008,National,19,134,DEM,Barack Obama,6/23/08,46.398595,TRUE
2008,National,19,133,REP,John McCain,6/24/08,41.5138,TRUE
2008,National,19,133,DEM,Barack Obama,6/24/08,46.398908,TRUE
2008,National,19,132,REP,John McCain,6/25/08,41.79459,TRUE
2008,National,19,132,DEM,Barack Obama,6/25/08,46.337636,TRUE
2008,National,19,131,REP,John McCain,6/26/08,41.794307,TRUE
2008,National,19,131,DEM,Barack Obama,6/26/08,46.337468,TRUE
2008,National,19,130,REP,John McCain,6/27/08,41.794244,TRUE
2008,National,19,130,DEM,Barack Obama,6/27/08,46.337305,TRUE
2008,National,18,129,REP,John McCain,6/28/08,41.495615,TRUE
2008,National,18,129,DEM,Barack Obama,6/28/08,46.529951,TRUE
2008,National,18,128,REP,John McCain,6/29/08,41.542207,TRUE
2008,National,18,128,DEM,Barack Obama,6/29/08,46.531339,TRUE
2008,National,18,127,REP,John McCain,6/30/08,41.549445,TRUE
2008,National,18,127,DEM,Barack Obama,6/30/08,46.530814,TRUE
2008,National,18,126,REP,John McCain,7/1/08,41.444693,TRUE
2008,National,18,126,DEM,Barack Obama,7/1/08,46.679091,TRUE
2008,National,18,125,REP,John McCain,7/2/08,41.285833,TRUE
2008,National,18,125,DEM,Barack Obama,7/2/08,46.476249,TRUE
2008,National,18,124,REP,John McCain,7/3/08,41.285833,TRUE
2008,National,18,124,DEM,Barack Obama,7/3/08,46.476249,TRUE
2008,National,18,123,REP,John McCain,7/4/08,41.285833,TRUE
2008,National,18,123,DEM,Barack Obama,7/4/08,46.476249,TRUE
2008,National,17,122,REP,John McCain,7/5/08,41.280028,TRUE
2008,National,17,122,DEM,Barack Obama,7/5/08,46.460356,TRUE
2008,National,17,121,REP,John McCain,7/6/08,41.162508,TRUE
2008,National,17,121,DEM,Barack Obama,7/6/08,46.641032,TRUE
2008,National,17,120,REP,John McCain,7/7/08,41.086476,TRUE
2008,National,17,120,DEM,Barack Obama,7/7/08,46.841889,TRUE
2008,National,17,119,REP,John McCain,7/8/08,41.081292,TRUE
2008,National,17,119,DEM,Barack Obama,7/8/08,46.840675,TRUE
2008,National,17,118,REP,John McCain,7/9/08,41.227507,TRUE
2008,National,17,118,DEM,Barack Obama,7/9/08,46.633654,TRUE
2008,National,17,117,REP,John McCain,7/10/08,41.583169,TRUE
2008,National,17,117,DEM,Barack Obama,7/10/08,46.226632,TRUE
2008,National,17,116,REP,John McCain,7/11/08,41.503386,TRUE
2008,National,17,116,DEM,Barack Obama,7/11/08,45.803631,TRUE
2008,National,16,115,REP,John McCain,7/12/08,41.561564,TRUE
2008,National,16,115,DEM,Barack Obama,7/12/08,45.787595,TRUE
2008,National,16,114,REP,John McCain,7/13/08,41.969775,TRUE
2008,National,16,114,DEM,Barack Obama,7/13/08,46.387167,TRUE
2008,National,16,113,REP,John McCain,7/14/08,42.040051,TRUE
2008,National,16,113,DEM,Barack Obama,7/14/08,46.172608,TRUE
2008,National,16,112,REP,John McCain,7/15/08,42.079322,TRUE
2008,National,16,112,DEM,Barack Obama,7/15/08,46.217773,TRUE
2008,National,16,111,REP,John McCain,7/16/08,42.170621,TRUE
2008,National,16,111,DEM,Barack Obama,7/16/08,46.206593,TRUE
2008,National,16,110,REP,John McCain,7/17/08,42.093179,TRUE
2008,National,16,110,DEM,Barack Obama,7/17/08,46.194509,TRUE
2008,National,16,109,REP,John McCain,7/18/08,42.159152,TRUE
2008,National,16,109,DEM,Barack Obama,7/18/08,46.127745,TRUE
2008,National,15,108,REP,John McCain,7/19/08,42.271295,TRUE
2008,National,15,108,DEM,Barack Obama,7/19/08,46.138225,TRUE
2008,National,15,107,REP,John McCain,7/20/08,42.215818,TRUE
2008,National,15,107,DEM,Barack Obama,7/20/08,46.166307,TRUE
2008,National,15,106,REP,John McCain,7/21/08,42.056716,TRUE
2008,National,15,106,DEM,Barack Obama,7/21/08,46.28738,TRUE
2008,National,15,105,REP,John McCain,7/22/08,42.146666,TRUE
2008,National,15,105,DEM,Barack Obama,7/22/08,46.310291,TRUE
2008,National,15,104,REP,John McCain,7/23/08,41.786837,TRUE
2008,National,15,104,DEM,Barack Obama,7/23/08,45.955239,TRUE
2008,National,15,103,REP,John McCain,7/24/08,41.796532,TRUE
2008,National,15,103,DEM,Barack Obama,7/24/08,46.123134,TRUE
2008,National,15,102,REP,John McCain,7/25/08,41.827077,TRUE
2008,National,15,102,DEM,Barack Obama,7/25/08,46.206659,TRUE
2008,National,14,101,REP,John McCain,7/26/08,41.827077,TRUE
2008,National,14,101,DEM,Barack Obama,7/26/08,46.206659,TRUE
2008,National,14,100,REP,John McCain,7/27/08,42.300657,TRUE
2008,National,14,100,DEM,Barack Obama,7/27/08,46.047697,TRUE
2008,National,14,99,REP,John McCain,7/28/08,42.41852,TRUE
2008,National,14,99,DEM,Barack Obama,7/28/08,46.066925,TRUE
2008,National,14,98,REP,John McCain,7/29/08,42.349688,TRUE
2008,National,14,98,DEM,Barack Obama,7/29/08,46.258168,TRUE
2008,National,14,97,REP,John McCain,7/30/08,42.533529,TRUE
2008,National,14,97,DEM,Barack Obama,7/30/08,46.183363,TRUE
2008,National,14,96,REP,John McCain,7/31/08,42.662244,TRUE
2008,National,14,96,DEM,Barack Obama,7/31/08,46.205255,TRUE
2008,National,14,95,REP,John McCain,8/1/08,42.800042,TRUE
2008,National,14,95,DEM,Barack Obama,8/1/08,45.842672,TRUE
2008,National,13,94,REP,John McCain,8/2/08,42.981567,TRUE
2008,National,13,94,DEM,Barack Obama,8/2/08,45.77293,TRUE
2008,National,13,93,REP,John McCain,8/3/08,43.186904,TRUE
2008,National,13,93,DEM,Barack Obama,8/3/08,45.743819,TRUE
2008,National,13,92,REP,John McCain,8/4/08,43.047138,TRUE
2008,National,13,92,DEM,Barack Obama,8/4/08,45.6845,TRUE
2008,National,13,91,REP,John McCain,8/5/08,43.071066,TRUE
2008,National,13,91,DEM,Barack Obama,8/5/08,45.607011,TRUE
2008,National,13,90,REP,John McCain,8/6/08,43.153387,TRUE
2008,National,13,90,DEM,Barack Obama,8/6/08,45.645249,TRUE
2008,National,13,89,REP,John McCain,8/7/08,42.851653,TRUE
2008,National,13,89,DEM,Barack Obama,8/7/08,45.801049,TRUE
2008,National,13,88,REP,John McCain,8/8/08,42.891153,TRUE
2008,National,13,88,DEM,Barack Obama,8/8/08,45.837803,TRUE
2008,National,12,87,REP,John McCain,8/9/08,42.793324,TRUE
2008,National,12,87,DEM,Barack Obama,8/9/08,45.814974,TRUE
2008,National,12,86,REP,John McCain,8/10/08,42.877836,TRUE
2008,National,12,86,DEM,Barack Obama,8/10/08,45.70029,TRUE
2008,National,12,85,REP,John McCain,8/11/08,42.971532,TRUE
2008,National,12,85,DEM,Barack Obama,8/11/08,45.72953,TRUE
2008,National,12,84,REP,John McCain,8/12/08,43.048906,TRUE
2008,National,12,84,DEM,Barack Obama,8/12/08,45.803974,TRUE
2008,National,12,83,REP,John McCain,8/13/08,43.11894,TRUE
2008,National,12,83,DEM,Barack Obama,8/13/08,45.771024,TRUE
2008,National,12,82,REP,John McCain,8/14/08,43.461347,TRUE
2008,National,12,82,DEM,Barack Obama,8/14/08,45.641235,TRUE
2008,National,12,81,REP,John McCain,8/15/08,43.5044,TRUE
2008,National,12,81,DEM,Barack Obama,8/15/08,45.620815,TRUE
2008,National,11,80,REP,John McCain,8/16/08,43.59324,TRUE
2008,National,11,80,DEM,Barack Obama,8/16/08,45.517246,TRUE
2008,National,11,79,REP,John McCain,8/17/08,43.497781,TRUE
2008,National,11,79,DEM,Barack Obama,8/17/08,45.55118,TRUE
2008,National,11,78,REP,John McCain,8/18/08,43.652694,TRUE
2008,National,11,78,DEM,Barack Obama,8/18/08,45.466233,TRUE
2008,National,11,77,REP,John McCain,8/19/08,43.764088,TRUE
2008,National,11,77,DEM,Barack Obama,8/19/08,45.387405,TRUE
2008,National,11,76,REP,John McCain,8/20/08,43.681037,TRUE
2008,National,11,76,DEM,Barack Obama,8/20/08,45.199467,TRUE
2008,National,11,75,REP,John McCain,8/21/08,43.663707,TRUE
2008,National,11,75,DEM,Barack Obama,8/21/08,45.223805,TRUE
2008,National,11,74,REP,John McCain,8/22/08,43.496971,TRUE
2008,National,11,74,DEM,Barack Obama,8/22/08,45.303859,TRUE
2008,National,10,73,REP,John McCain,8/23/08,43.428043,TRUE
2008,National,10,73,DEM,Barack Obama,8/23/08,45.374062,TRUE
2008,National,10,72,REP,John McCain,8/24/08,43.734199,TRUE
2008,National,10,72,DEM,Barack Obama,8/24/08,45.402311,TRUE
2008,National,10,71,REP,John McCain,8/25/08,43.734199,TRUE
2008,National,10,71,DEM,Barack Obama,8/25/08,45.402311,TRUE
2008,National,10,70,REP,John McCain,8/26/08,43.608538,TRUE
2008,National,10,70,DEM,Barack Obama,8/26/08,45.348238,TRUE
2008,National,10,69,REP,John McCain,8/27/08,43.812813,TRUE
2008,National,10,69,DEM,Barack Obama,8/27/08,45.544769,TRUE
2008,National,10,68,REP,John McCain,8/28/08,43.812813,TRUE
2008,National,10,68,DEM,Barack Obama,8/28/08,45.544769,FALSE
2008,National,10,67,REP,John McCain,8/29/08,42.914173,TRUE
2008,National,10,67,DEM,Barack Obama,8/29/08,46.687839,FALSE
2008,National,9,66,REP,John McCain,8/30/08,44.439133,TRUE
2008,National,9,66,DEM,Barack Obama,8/30/08,46.99196,FALSE
2008,National,9,65,REP,John McCain,8/31/08,44.181378,TRUE
2008,National,9,65,DEM,Barack Obama,8/31/08,47.215505,FALSE
2008,National,9,64,REP,John McCain,9/1/08,43.981324,TRUE
2008,National,9,64,DEM,Barack Obama,9/1/08,47.625057,FALSE
2008,National,9,63,REP,John McCain,9/2/08,43.985396,TRUE
2008,National,9,63,DEM,Barack Obama,9/2/08,47.612839,FALSE
2008,National,9,62,REP,John McCain,9/3/08,43.560553,TRUE
2008,National,9,62,DEM,Barack Obama,9/3/08,47.665866,FALSE
2008,National,9,61,REP,John McCain,9/4/08,43.608033,FALSE
2008,National,9,61,DEM,Barack Obama,9/4/08,47.569325,FALSE
2008,National,9,60,REP,John McCain,9/5/08,43.341634,FALSE
2008,National,9,60,DEM,Barack Obama,9/5/08,47.070367,FALSE
2008,National,8,59,REP,John McCain,9/6/08,45.709368,FALSE
2008,National,8,59,DEM,Barack Obama,9/6/08,47.061028,FALSE
2008,National,8,58,REP,John McCain,9/7/08,46.066115,FALSE
2008,National,8,58,DEM,Barack Obama,9/7/08,46.327832,FALSE
2008,National,8,57,REP,John McCain,9/8/08,46.301945,FALSE
2008,National,8,57,DEM,Barack Obama,9/8/08,46.223382,FALSE
2008,National,8,56,REP,John McCain,9/9/08,46.410919,FALSE
